Id,Class
812,1
813,0
814,4
815,9
816,0
817,6
818,9
819,1
820,5
821,3
822,5
823,6
824,9
825,0
826,2
827,8
828,3
829,5
830,0
831,0
832,0
833,6
834,3
835,7
836,7
837,8
838,0
839,8
840,4
841,3
842,5
843,5
844,0
845,0
846,6
847,8
848,5
849,2
850,4
851,3
852,7
853,4
854,1
855,5
856,0
857,2
858,5
859,8
860,7
861,1
862,4
863,5
864,8
865,1
866,3
867,5
868,2
869,1
870,2
871,1
872,6
873,9
874,1
875,0
876,9
877,1
878,4
879,1
880,1
881,0
882,2
883,0
884,1
885,5
886,7
887,3
888,7
889,5
890,9
891,3
892,1
893,2
894,5
895,9
896,1
897,3
898,3
899,4
900,7
901,4
902,8
903,9
904,9
905,8
906,1
907,6
908,0
909,4
910,7
911,1
912,8
913,2
914,3
915,7
916,3
917,1
918,1
919,0
920,2
921,6
922,3
923,9
924,1
925,2
926,0
927,0
928,1
929,1
930,3
931,2
932,1
933,6
934,1
935,3
936,7
937,9
938,0
939,9
940,2
941,1
942,5
943,3
944,8
945,0
946,2
947,7
948,0
949,1
950,1
951,7
952,0
953,7
954,0
955,0
956,0
957,8
958,7
959,9
960,1
961,6
962,8
963,3
964,3
965,4
966,7
967,9
968,7
969,8
970,4
971,8
972,2
973,3
974,9
975,8
976,4
977,3
978,4
979,1
980,5
981,7
982,9
983,7
984,1
985,1
986,7
987,8
988,0
989,0
990,9
991,0
992,7
993,9
994,6
995,0
996,8
997,3
998,8
999,7
1000,3
1001,9
1002,3
1003,0
1004,5
1005,2
1006,7
1007,0
1008,7
1009,8
1010,1
1011,0
1012,3
1013,9
1014,7
1015,3
1016,0
1017,5
1018,9
1019,3
1020,3
1021,1
1022,8
1023,2
1024,3
1025,0
1026,2
1027,8
1028,7
1029,0
1030,0
1031,1
1032,3
1033,1
1034,9
1035,7
1036,0
1037,8
1038,1
1039,7
1040,1
1041,9
1042,9
1043,7
1044,3
1045,1
1046,3
1047,3
1048,7
1049,8
1050,2
1051,9
1052,3
1053,2
1054,2
1055,3
1056,1
1057,0
1058,1
1059,5
1060,0
1061,1
1062,0
1063,7
1064,9
1065,7
1066,3
1067,0
1068,7
1069,4
1070,8
1071,1
1072,9
1073,1
1074,7
1075,7
1076,2
1077,3
1078,1
1079,3
1080,0
1081,3
1082,1
1083,9
1084,2
1085,0
1086,1
1087,1
1088,5
1089,9
1090,3
1091,0
1092,9
1093,6
1094,0
1095,3
1096,2
1097,9
1098,7
1099,7
1100,7
1101,2
1102,9
1103,3
1104,2
1105,4
1106,8
1107,5
1108,1
1109,3
1110,4
1111,0
1112,3
1113,6
1114,2
1115,1
1116,0
1117,1
1118,9
1119,4
1120,0
1121,8
1122,9
1123,8
1124,4
1125,2
1126,0
1127,7
1128,3
1129,8
1130,4
1131,2
1132,0
1133,1
1134,3
1135,5
1136,1
1137,0
1138,1
1139,4
1140,3
1141,0
1142,7
1143,9
1144,9
1145,1
1146,7
1147,8
1148,2
1149,7
1150,9
1151,9
1152,5
1153,7
1154,3
1155,6
1156,0
1157,2
1158,3
1159,1
1160,1
1161,1
1162,7
1163,3
1164,8
1165,3
1166,2
1167,0
1168,1
1169,7
1170,4
1171,3
1172,7
1173,8
1174,8
1175,4
1176,6
1177,3
1178,4
1179,5
1180,6
1181,0
1182,2
1183,8
1184,8
1185,2
1186,5
1187,3
1188,8
1189,9
1190,8
1191,7
1192,3
1193,8
1194,0
1195,2
1196,3
1197,0
1198,0
1199,3
1200,0
1201,7
1202,1
1203,0
1204,1
1205,7
1206,2
1207,7
1208,2
1209,0
1210,9
1211,4
1212,3
1213,1
1214,3
1215,1
1216,3
1217,7
1218,1
1219,0
1220,6
1221,3
1222,2
1223,0
1224,5
1225,3
1226,4
1227,1
1228,9
1229,2
1230,2
1231,1
1232,3
1233,7
1234,3
1235,8
1236,8
1237,9
1238,7
1239,1
1240,8
1241,3
1242,5
1243,0
1244,9
1245,0
1246,8
1247,7
1248,3
1249,9
1250,0
1251,2
1252,1
1253,0
1254,7
1255,0
1256,9
1257,2
1258,6
1259,8
1260,2
1261,7
1262,9
1263,7
1264,0
1265,6
1266,2
1267,4
1268,5
1269,3
1270,2
1271,0
1272,7
1273,2
1274,3
1275,2
1276,4
1277,8
1278,7
1279,6
1280,1
1281,7
1282,7
1283,2
1284,0
1285,3
1286,1
1287,2
1288,2
1289,2
1290,7
1291,1
1292,6
1293,0
1294,0
1295,3
1296,0
1297,3
1298,4
1299,0
1300,0
1301,0
1302,1
1303,0
1304,8
1305,6
1306,0
1307,3
1308,3
1309,4
1310,2
1311,0
1312,9
1313,9
1314,8
1315,4
1316,3
1317,2
1318,4
1319,7
1320,0
1321,7
1322,1
1323,1
1324,7
1325,0
1326,2
1327,8
1328,1
1329,8
1330,5
1331,2
1332,1
1333,5
1334,1
1335,3
1336,4
1337,7
1338,7
1339,3
1340,0
1341,3
1342,7
1343,7
1344,3
1345,2
1346,9
1347,4
1348,3
1349,3
1350,2
1351,8
1352,0
1353,7
1354,1
1355,6
1356,7
1357,9
1358,2
1359,7
1360,8
1361,2
1362,7
1363,8
1364,7
1365,1
1366,8
1367,7
1368,3
1369,0
1370,7
1371,6
1372,2
1373,2
1374,3
1375,2
1376,8
1377,4
1378,0
1379,7
1380,9
1381,2
1382,7
1383,0
1384,1
1385,1
1386,8
1387,3
1388,7
1389,9
1390,0
1391,4
1392,2
1393,9
1394,0
1395,8
1396,5
1397,0
1398,0
1399,3
1400,5
1401,2
1402,1
1403,8
1404,9
1405,2
1406,6
1407,4
1408,9
1409,4
1410,5
1411,5
1412,9
1413,6
1414,8
1415,3
1416,1
1417,7
1418,9
1419,7
1420,8
1421,8
1422,7
1423,4
1424,7
1425,0
1426,1
1427,1
1428,0
1429,3
1430,9
1431,5
1432,2
1433,3
1434,9
1435,0
1436,3
1437,3
1438,8
1439,1
1440,3
1441,1
1442,0
1443,4
1444,1
1445,0
1446,0
1447,9
1448,8
1449,0
1450,0
1451,9
1452,6
1453,3
1454,8
1455,8
1456,1
1457,9
1458,6
1459,5
1460,6
1461,4
1462,3
1463,7
1464,4
1465,1
1466,0
1467,7
1468,4
1469,1
1470,2
1471,7
1472,2
1473,9
1474,5
1475,3
1476,0
1477,0
1478,7
1479,3
1480,5
1481,2
1482,7
1483,6
1484,9
1485,1
1486,1
1487,0
1488,2
1489,3
1490,1
1491,7
1492,2
1493,2
1494,3
1495,5
1496,1
1497,3
1498,5
1499,3
1500,1
1501,7
1502,5
1503,5
1504,1
1505,9
1506,7
1507,0
1508,1
1509,1
1510,8
1511,1
1512,9
1513,0
1514,7
1515,7
1516,6
1517,0
1518,3
1519,7
1520,0
1521,4
1522,5
1523,0
1524,2
1525,2
1526,0
1527,7
1528,7
1529,2
1530,8
1531,4
1532,0
1533,9
1534,2
1535,8
1536,5
1537,7
1538,9
1539,6
1540,3
1541,0
1542,7
1543,7
1544,7
1545,2
1546,3
1547,7
1548,0
1549,1
1550,9
1551,2
1552,5
1553,4
1554,3
1555,0
1556,3
1557,2
1558,1
1559,8
1560,4
1561,5
1562,0
1563,2
1564,8
1565,9
1566,7
1567,7
1568,7
1569,7
1570,9
1571,8
1572,7
1573,2
1574,1
1575,7
1576,3
1577,8
1578,0
1579,2
1580,0
1581,9
1582,7
1583,1
1584,2
1585,2
1586,7
1587,1
1588,1
1589,5
1590,1
1591,4
1592,3
1593,2
1594,3
1595,8
1596,0
1597,1
1598,9
1599,3
1600,7
1601,7
1602,7
1603,3
1604,4
1605,5
1606,3
1607,4
1608,1
1609,1
1610,2
1611,7
1612,0
1613,3
1614,3
1615,3
1616,0
1617,3
1618,2
1619,8
1620,9
1621,0
1622,2
1623,3
1624,7
1625,9
1626,5
1627,7
1628,3
1629,2
1630,5
1631,4
1632,2
1633,9
1634,7
1635,1
1636,9
1637,1
1638,4
1639,1
1640,1
1641,4
1642,0
1643,7
1644,9
1645,0
1646,2
1647,7
1648,1
1649,5
1650,1
1651,2
1652,4
1653,0
1654,0
1655,1
1656,0
1657,2
1658,7
1659,9
1660,8
1661,9
1662,3
1663,8
1664,3
1665,9
1666,3
1667,6
1668,7
1669,7
1670,3
1671,2
1672,8
1673,3
1674,1
1675,6
1676,1
1677,7
1678,1
1679,5
1680,9
1681,3
1682,1
1683,7
1684,6
1685,9
1686,7
1687,7
1688,2
1689,3
1690,8
1691,3
1692,1
1693,8
1694,2
1695,3
1696,1
1697,3
1698,7
1699,8
1700,2
1701,8
1702,1
1703,8
1704,0
1705,7
1706,0
1707,8
1708,2
1709,2
1710,3
1711,8
1712,1
1713,7
1714,7
1715,2
1716,4
1717,6
1718,0
1719,4
1720,4
1721,6
1722,7
1723,4
1724,7
1725,3
1726,2
1727,4
1728,3
1729,2
1730,3
1731,8
1732,4
1733,6
1734,2
1735,8
1736,7
1737,7
1738,1
1739,0
1740,1
1741,5
1742,3
1743,7
1744,2
1745,1
1746,8
1747,8
1748,1
1749,9
1750,3
1751,5
1752,3
1753,6
1754,3
1755,1
1756,4
1757,9
1758,5
1759,3
1760,5
1761,7
1762,4
1763,6
1764,1
1765,0
1766,9
1767,1
1768,7
1769,1
1770,7
1771,5
1772,1
1773,6
1774,0
1775,3
1776,7
1777,8
1778,7
1779,1
1780,8
1781,5
1782,2
1783,3
1784,4
1785,3
1786,2
1787,9
1788,9
1789,3
1790,1
1791,0
1792,4
1793,2
1794,1
1795,1
1796,9
1797,9
1798,7
1799,9
1800,7
1801,3
1802,8
1803,6
1804,0
1805,0
1806,3
1807,3
1808,3
1809,9
1810,1
1811,1
1812,0
1813,0
1814,9
1815,2
1816,7
1817,6
1818,7
1819,0
1820,6
1821,1
1822,5
1823,3
1824,7
1825,6
1826,3
1827,5
1828,3
1829,4
1830,9
1831,0
1832,3
1833,0
1834,7
1835,1
1836,9
1837,9
1838,1
1839,2
1840,0
1841,7
1842,7
1843,2
1844,0
1845,8
1846,0
1847,3
1848,1
1849,7
1850,9
1851,2
1852,3
1853,9
1854,3
1855,2
1856,7
1857,0
1858,0
1859,9
1860,1
1861,0
1862,9
1863,2
1864,1
1865,0
1866,0
1867,4
1868,9
1869,3
1870,3
1871,3
1872,5
1873,1
1874,2
1875,3
1876,5
1877,7
1878,8
1879,8
1880,1
1881,7
1882,9
1883,4
1884,9
1885,9
1886,2
1887,3
1888,9
1889,8
1890,1
1891,9
1892,8
1893,5
1894,7
1895,8
1896,3
1897,0
1898,3
1899,5
1900,7
1901,4
1902,6
1903,8
1904,7
1905,3
1906,3
1907,3
1908,2
1909,3
1910,2
1911,5
1912,1
1913,1
1914,9
1915,7
1916,1
1917,6
1918,2
1919,2
1920,1
1921,0
1922,9
1923,1
1924,1
1925,4
1926,5
1927,9
1928,1
1929,5
1930,6
1931,3
1932,7
1933,8
1934,6
1935,2
1936,8
1937,5
1938,8
1939,0
1940,9
1941,7
1942,1
1943,3
1944,8
1945,1
1946,2
1947,4
1948,4
1949,2
1950,8
1951,9
1952,3
1953,7
1954,0
1955,7
1956,0
1957,8
1958,9
1959,0
1960,3
1961,0
1962,1
1963,8
1964,1
1965,2
1966,6
1967,8
1968,0
1969,0
1970,1
1971,9
1972,8
1973,0
1974,5
1975,7
1976,4
1977,5
1978,4
1979,9
1980,8
1981,4
1982,7
1983,7
1984,2
1985,0
1986,2
1987,9
1988,3
1989,9
1990,2
1991,1
1992,3
1993,3
1994,0
1995,1
1996,0
1997,2
1998,3
1999,7
2000,4
2001,0
2002,2
2003,2
2004,2
2005,8
2006,9
2007,0
2008,7
2009,8
2010,7
2011,2
2012,5
2013,6
2014,2
2015,0
2016,9
2017,6
2018,9
2019,7
2020,0
2021,0
2022,9
2023,0
2024,1
2025,0
2026,5
2027,0
2028,0
2029,8
2030,8
2031,1
2032,2
2033,1
2034,0
2035,1
2036,6
2037,0
2038,5
2039,8
2040,4
2041,3
2042,1
2043,3
2044,1
2045,7
2046,1
2047,8
2048,1
2049,4
2050,4
2051,0
2052,9
2053,7
2054,1
2055,3
2056,8
2057,4
2058,2
2059,2
2060,5
2061,9
2062,0
2063,2
2064,2
2065,8
2066,9
2067,3
2068,7
2069,2
2070,3
2071,0
2072,7
2073,1
2074,1
2075,5
2076,1
2077,1
2078,0
2079,2
2080,1
2081,3
2082,7
2083,2
2084,9
2085,0
2086,7
2087,3
2088,7
2089,4
2090,2
2091,8
2092,3
2093,9
2094,6
2095,1
2096,8
2097,6
2098,0
2099,3
2100,3
2101,0
2102,7
2103,3
2104,7
2105,0
2106,1
2107,0
2108,7
2109,0
2110,9
2111,4
2112,5
2113,8
2114,4
2115,3
2116,0
2117,1
2118,6
2119,3
2120,1
2121,7
2122,8
2123,7
2124,3
2125,2
2126,1
2127,0
2128,4
2129,8
2130,3
2131,3
2132,4
2133,1
2134,1
2135,0
2136,3
2137,4
2138,9
2139,4
2140,3
2141,2
2142,2
2143,4
2144,6
2145,0
2146,0
2147,7
2148,6
2149,1
2150,9
2151,0
2152,3
2153,4
2154,5
2155,6
2156,7
2157,1
2158,3
2159,3
2160,8
2161,5
2162,2
2163,2
2164,0
2165,0
2166,4
2167,1
2168,7
2169,3
2170,1
2171,0
2172,6
2173,7
2174,1
2175,8
2176,5
2177,1
2178,1
2179,1
2180,0
2181,0
2182,1
2183,3
2184,0
2185,3
2186,7
2187,9
2188,3
2189,0
2190,0
2191,5
2192,3
2193,7
2194,5
2195,4
2196,4
2197,7
2198,3
2199,3
2200,0
2201,9
2202,1
2203,5
2204,2
2205,2
2206,7
2207,6
2208,3
2209,4
2210,2
2211,3
2212,4
2213,3
2214,4
2215,0
2216,7
2217,9
2218,3
2219,0
2220,7
2221,0
2222,7
2223,0
2224,8
2225,7
2226,9
2227,7
2228,0
2229,1
2230,7
2231,4
2232,1
2233,1
2234,2
2235,1
2236,1
2237,8
2238,9
2239,1
2240,6
2241,0
2242,7
2243,1
2244,4
2245,0
2246,4
2247,2
2248,8
2249,5
2250,0
2251,2
2252,0
2253,2
2254,0
2255,7
2256,5
2257,2
2258,5
2259,0
2260,7
2261,3
2262,2
2263,6
2264,4
2265,7
2266,7
2267,8
2268,4
2269,3
2270,3
2271,2
2272,3
2273,0
2274,4
2275,0
2276,5
2277,8
2278,0
2279,6
2280,6
2281,3
2282,8
2283,4
2284,1
2285,2
2286,6
2287,3
2288,8
2289,0
2290,7
2291,7
2292,2
2293,0
2294,2
2295,1
2296,1
2297,2
2298,3
2299,6
2300,3
2301,3
2302,2
2303,2
2304,1
2305,4
2306,1
2307,9
2308,6
2309,8
2310,1
2311,4
2312,8
2313,1
2314,1
2315,1
2316,2
2317,1
2318,1
2319,7
2320,1
2321,3
2322,2
2323,7
2324,3
2325,2
2326,0
2327,1
2328,6
2329,2
2330,2
2331,9
2332,8
2333,2
2334,9
2335,1
2336,4
2337,8
2338,7
2339,8
2340,4
2341,7
2342,7
2343,3
2344,9
2345,1
2346,7
2347,2
2348,3
2349,0
2350,0
2351,4
2352,7
2353,9
2354,0
2355,1
2356,3
2357,4
2358,9
2359,9
2360,9
2361,4
2362,1
2363,0
2364,0
2365,0
2366,1
2367,4
2368,2
2369,8
2370,0
2371,9
2372,6
2373,6
2374,0
2375,1
2376,9
2377,0
2378,1
2379,2
2380,7
2381,1
2382,0
2383,3
2384,3
2385,2
2386,6
2387,8
2388,0
2389,3
2390,7
2391,5
2392,4
2393,3
2394,3
2395,5
2396,4
2397,2
2398,0
2399,8
2400,8
2401,1
2402,8
2403,3
2404,7
2405,8
2406,2
2407,7
2408,0
2409,0
2410,4
2411,0
2412,1
2413,1
2414,0
2415,7
2416,3
2417,3
2418,3
2419,0
2420,3
2421,0
2422,3
2423,7
2424,8
2425,4
2426,0
2427,4
2428,3
2429,0
2430,2
2431,9
2432,0
2433,9
2434,8
2435,0
2436,2
2437,9
2438,8
2439,8
2440,8
2441,3
2442,1
2443,4
2444,0
2445,9
2446,3
2447,8
2448,1
2449,0
2450,3
2451,7
2452,7
2453,1
2454,7
2455,8
2456,4
2457,3
2458,7
2459,5
2460,7
2461,1
2462,4
2463,1
2464,3
2465,7
2466,0
2467,5
2468,7
2469,2
2470,7
2471,7
2472,0
2473,1
2474,3
2475,7
2476,8
2477,3
2478,7
2479,3
2480,1
2481,3
2482,1
2483,8
2484,3
2485,3
2486,1
2487,9
2488,3
2489,1
2490,1
2491,1
2492,4
2493,0
2494,3
2495,4
2496,1
2497,5
2498,8
2499,1
2500,1
2501,2
2502,0
2503,5
2504,9
2505,6
2506,7
2507,1
2508,9
2509,5
2510,8
2511,8
2512,7
2513,7
2514,5
2515,9
2516,7
2517,1
2518,8
2519,9
2520,1
2521,7
2522,3
2523,8
2524,7
2525,1
2526,2
2527,1
2528,6
2529,1
2530,6
2531,2
2532,0
2533,2
2534,8
2535,7
2536,2
2537,3
2538,0
2539,5
2540,9
2541,4
2542,4
2543,1
2544,0
2545,6
2546,5
2547,3
2548,2
2549,0
2550,4
2551,8
2552,0
2553,5
2554,3
2555,2
2556,6
2557,7
2558,0
2559,9
2560,1
2561,9
2562,1
2563,2
2564,6
2565,7
2566,3
2567,0
2568,2
2569,0
2570,6
2571,9
2572,2
2573,1
2574,5
2575,3
2576,4
2577,2
2578,5
2579,1
2580,0
2581,1
2582,7
2583,8
2584,1
2585,3
2586,3
2587,0
2588,0
2589,0
2590,4
2591,9
2592,3
2593,4
2594,0
2595,1
2596,3
2597,5
2598,1
2599,2
2600,4
2601,3
2602,4
2603,3
2604,1
2605,9
2606,9
2607,1
2608,3
2609,4
2610,5
2611,9
2612,5
2613,0
2614,4
2615,2
2616,7
2617,2
2618,1
2619,9
2620,5
2621,0
2622,4
2623,8
2624,9
2625,3
2626,9
2627,0
2628,5
2629,0
2630,4
2631,2
2632,8
2633,5
2634,2
2635,2
2636,2
2637,6
2638,3
2639,4
2640,4
2641,0
2642,6
2643,2
2644,1
2645,9
2646,8
2647,2
2648,3
2649,4
2650,7
2651,9
2652,1
2653,3
2654,7
2655,1
2656,4
2657,0
2658,6
2659,4
2660,3
2661,7
2662,7
2663,2
2664,3
2665,6
2666,1
2667,4
2668,8
2669,4
2670,3
2671,4
2672,1
2673,1
2674,3
2675,1
2676,5
2677,5
2678,8
2679,1
2680,1
2681,0
2682,9
2683,1
2684,1
2685,1
2686,8
2687,3
2688,7
2689,7
2690,7
2691,2
2692,9
2693,1
2694,1
2695,1
2696,2
2697,1
2698,2
2699,0
2700,7
2701,2
2702,7
2703,0
2704,1
2705,7
2706,3
2707,7
2708,7
2709,7
2710,8
2711,9
2712,7
2713,4
2714,9
2715,8
2716,2
2717,3
2718,1
2719,3
2720,2
2721,1
2722,4
2723,5
2724,3
2725,1
2726,2
2727,1
2728,0
2729,8
2730,3
2731,2
2732,0
2733,2
2734,0
2735,1
2736,3
2737,9
2738,3
2739,0
2740,5
2741,3
2742,1
2743,5
2744,6
2745,4
2746,0
2747,4
2748,7
2749,7
2750,3
2751,5
2752,3
2753,6
2754,3
2755,2
2756,0
2757,7
2758,9
2759,2
2760,9
2761,4
2762,8
2763,2
2764,3
2765,1
2766,3
2767,3
2768,8
2769,1
2770,1
2771,5
2772,4
2773,9
2774,8
2775,4
2776,3
2777,1
2778,0
2779,7
2780,1
2781,1
2782,4
2783,2
2784,4
2785,6
2786,7
2787,7
2788,4
2789,7
2790,2
2791,8
2792,7
2793,5
2794,2
2795,4
2796,3
2797,8
2798,6
2799,4
2800,3
2801,3
2802,5
2803,2
2804,7
2805,3
2806,9
2807,2
2808,7
2809,4
2810,9
2811,5
2812,8
2813,7
2814,2
2815,6
2816,2
2817,7
2818,9
2819,8
2820,0
2821,0
2822,3
2823,2
2824,7
2825,0
2826,2
2827,7
2828,0
2829,4
2830,2
2831,4
2832,1
2833,2
2834,2
2835,4
2836,0
2837,0
2838,8
2839,1
2840,3
2841,0
2842,0
2843,3
2844,1
2845,0
2846,2
2847,8
2848,3
2849,0
2850,1
2851,8
2852,3
2853,8
2854,3
2855,1
2856,4
2857,1
2858,1
2859,6
2860,5
2861,7
2862,0
2863,5
2864,5
2865,3
2866,2
2867,3
2868,3
2869,8
2870,7
2871,8
2872,8
2873,5
2874,0
2875,1
2876,3
2877,2
2878,1
2879,0
2880,0
2881,8
2882,2
2883,9
2884,5
2885,3
2886,3
2887,9
2888,7
2889,8
2890,5
2891,1
2892,7
2893,9
2894,1
2895,7
2896,3
2897,0
2898,0
2899,3
2900,1
2901,6
2902,4
2903,7
2904,9
2905,9
2906,3
2907,8
2908,7
2909,8
2910,0
2911,9
2912,9
2913,1
2914,0
2915,7
2916,3
2917,0
2918,9
2919,1
2920,7
2921,3
2922,7
2923,7
2924,7
2925,0
2926,0
2927,8
2928,2
2929,2
2930,2
2931,4
2932,3
2933,0
2934,7
2935,0
2936,6
2937,1
2938,7
2939,8
2940,3
2941,2
2942,0
2943,2
2944,6
2945,6
2946,0
2947,5
2948,4
2949,9
2950,0
2951,8
2952,4
2953,8
2954,7
2955,9
2956,1
2957,8
2958,0
2959,8
2960,9
2961,1
2962,4
2963,5
2964,6
2965,0
2966,1
2967,1
2968,5
2969,1
2970,9
2971,9
2972,1
2973,0
2974,2
2975,2
2976,3
2977,2
2978,9
2979,9
2980,0
2981,2
2982,5
2983,7
2984,2
2985,7
2986,8
2987,2
2988,2
2989,0
2990,2
2991,8
2992,3
2993,0
2994,5
2995,3
2996,5
