ID,Points
119,86.2528652433
120,88.7136192455
121,87.846159895
122,84.4885186739
123,86.2528652433
124,86.2528652433
125,90.4225873405
126,86.2528652433
127,86.2528652433
128,86.2528652433
129,87.7909534159
130,87.8264563687
131,87.3061049767
132,88.8804070829
133,89.7526169173
134,88.307158267
135,89.6443517459
136,86.8563215142
137,94.3194828193
138,86.7898931765
139,88.1121477339
140,89.8408581497
141,87.865885058
142,88.3347897285
143,86.2528652433
144,84.9641033271
145,88.7264033846
146,86.2528652433
147,86.8105626733
148,87.7512830544
149,86.4743222718
150,86.2528652433
151,89.9722577121
152,86.9682762742
153,85.8945693478
154,84.4227967532
155,92.2095057057
156,89.0431766361
157,89.0032555879
158,88.3776326202
159,87.9985744719
160,86.2528652433
161,87.244305742
162,87.3933516957
163,88.5489859551
164,87.217541187
165,85.9019434999
166,87.6607504783
167,91.921316331
168,88.764320902
169,88.5777107753
170,86.2528652433
171,91.5157029812
172,86.8347417438
173,88.9840841824
174,87.361016002
175,92.0247631782
176,89.3503489595
177,88.0753623698
178,89.8882409103
179,86.2528652433
180,86.0539694249
181,87.6699018056
182,90.1936282247
183,87.2621351059
184,87.3189174859
185,90.2641018206
186,87.1598252598
187,92.1268679247
188,87.0462406797
189,87.9745346298
190,90.7982196811
191,86.0942762993
192,86.981946668
193,88.6796498005
194,89.9217337605
195,88.5881472752
196,88.6340952005
197,86.2528652433
198,87.9242028877
199,86.4404416976
200,91.5674727858
201,88.0893461739
202,85.5042233587
203,92.5902342512
204,88.4885628386
205,90.3754639654
206,86.6210568081
207,86.328560799
208,87.9055842395
209,86.8240233565
210,89.1492591981
211,91.7370333181
212,86.029682718
213,86.8359745355
214,85.9318231593
215,88.5026885538
216,88.7469664332
217,86.137857542
218,86.2528652433
219,85.6642047379
220,87.0855548884
221,88.2852942805
222,87.5775079949
223,87.1854139929
224,90.6924521877
225,86.2528652433
226,86.7898931765
227,88.3011503102
228,87.4452880276
229,84.8732704956
230,86.4910366898
231,87.6584132262
232,89.5676410849
233,86.2528652433
234,86.052350706
235,86.8550438462
236,86.2528652433
237,86.5698199698
238,92.0831283849
239,91.5042831101
240,90.3024538198
241,88.4634911776
242,86.6887631723
243,86.9301864396
244,88.5748816033
245,87.4655567304
246,88.187718954
247,87.8406030866
248,89.2731200213
249,89.2882680895
250,90.6455178037
251,89.9887439339
252,87.5278434763
253,87.1516440778
254,87.9755776541
255,87.7252362802
256,86.2528652433
257,88.5035171584
258,88.191877147
259,87.6769867038
260,87.2521596525
261,92.2123493231
262,87.2373526596
263,87.3288259567
264,81.4582146994
265,86.4411672009
266,87.0504908669
267,86.2528652433
268,88.4933697634
269,89.7076840841
270,86.2528652433
271,83.3812611386
272,86.2270065624
273,86.861382338
274,87.0826042126
275,90.0332697737
276,86.8460064788
277,91.7632286322
278,95.3959468416
279,85.2665329903
280,86.4552726073
281,87.9620719011
282,86.5895852084
283,83.9326210862
284,86.2528652433
285,85.0653222882
286,86.0334263593
287,87.1956564434
288,86.7564595309
289,86.7674532656
290,86.2528652433
291,86.2528652433
292,91.957777315
293,86.4678615663
294,87.9897699022
295,85.8958983668
296,87.1585933986
297,87.6384065441
298,89.3498736676
299,88.8545268075
300,86.2528652433
301,86.8373263632
302,90.7370933997
303,86.2528652433
304,89.0394977411
305,87.0701481418
306,86.2528652433
307,90.0430389105
308,86.7752346095
309,95.7927619672
310,88.6139886806
311,89.5791578695
312,86.8198441508
313,87.6251528744
314,87.1950714236
315,87.9883983994
316,89.8647140641
317,86.9284779341
318,86.4943309006
319,88.470549155
320,95.0947112888
321,86.4697634931
322,86.6933471231
323,86.2528652433
324,86.2528652433
325,90.1508591555
326,88.3460571226
327,90.413614705
328,85.1352912398
329,86.2528652433
330,85.9351000725
331,87.0066146126
332,86.9202967064
333,88.1961819515
334,91.6878774878
335,87.2464867982
336,96.028963243
337,88.0141314408
338,87.942281313
339,88.4605789773
340,92.4578993815
341,87.3844734052
342,86.9898135173
343,89.577141057
344,88.8881205481
345,91.4212445322
346,86.506848902
347,87.473208711
348,90.2580746486
349,91.5878251015
350,89.1820664552
351,86.8286462475
352,87.4074306935
353,86.2528652433
354,88.040927683
355,85.942318829
356,91.011807278
357,91.7132361386
358,89.0677295315
359,90.1838262432
360,88.4613529704
361,88.1968693537
362,87.2412484
363,92.0183455149
364,86.4219543648
365,88.5921339675
366,89.1846890412
367,88.2168290882
368,88.0890590096
369,87.9663449703
370,88.5312338344
371,88.2937443863
372,90.3139768466
373,87.9982861537
374,89.7903760965
375,87.4340882101
376,87.5162784638
377,89.1711776451
378,87.8326379729
379,86.6609571484
380,85.7265600334
381,85.8455138504
382,86.5442344973
383,94.3942687384
384,87.191041773
385,86.8177545479
386,86.3719771315
387,87.6116733992
388,84.0019449579
389,86.2528652433
390,92.087428274
391,86.4826686422
392,89.0523989701
393,86.4215314615
394,86.100784519
395,87.4499406051
396,86.1105074121
397,89.4933547129
398,85.6981509446
399,88.2120541585
400,89.3875368354
401,86.2528652433
402,85.2344704132
403,86.5534107874
404,91.443019841
405,87.8469596421
406,86.2528652433
407,90.2942489267
408,87.9120605267
409,89.272970946
410,87.4040437176
411,86.8156649451
412,88.4077773944
413,86.8177545479
414,91.7516957591
415,86.2528652433
416,86.899201265
417,86.4659486997
418,90.4244188104
419,87.0814681565
420,87.887075267
421,87.0358330177
422,86.2528652433
423,88.8336127606
424,86.6217203976
425,87.1696979301
426,86.0552330578
427,88.2992957934
428,85.7722456542
429,86.8830823857
430,86.2528652433
431,88.3585204954
432,86.2528652433
433,84.2661649509
434,85.8532595137
435,86.6492270616
436,90.9640282048
437,89.833742188
438,90.4201145148
439,86.2528652433
440,85.5209313493
441,89.0967814935
442,89.7173997905
443,86.8149494298
444,88.4850080962
445,86.7612142643
446,87.3863620755
447,87.0984783053
448,86.3621568577
449,85.170469114
450,91.3256299458
451,90.075150472
452,91.0862540112
453,88.220396212
454,86.031378263
455,87.9626530397
456,86.6629976079
457,88.4915680919
458,86.7508304234
459,87.46898404
460,88.423968886
461,88.3860118566
462,86.8240233565
463,86.7580211172
464,86.2528652433
465,86.4150157332
466,88.9795855642
467,90.0839487366
468,90.0896176798
469,88.1737463146
470,87.2923778468
471,86.0406514286
472,88.3971654466
473,88.1277559845
474,87.2964510622
475,88.6440504191
476,88.8969387104
477,86.7822890353
478,86.8353655725
479,89.5676330215
480,87.4381060154
481,84.9684484529
482,91.7744686568
483,86.7171637806
484,86.7642916342
485,90.0522922389
486,89.7652005917
487,87.6357105206
488,86.1565367856
489,88.3291968137
490,85.708631283
491,86.3281465105
492,86.9749071658
493,88.3919131714
494,86.937104855
495,86.8254083752
496,87.2505727489
497,91.4376064935
498,89.1544156415
499,88.3635992665
500,87.4661089884
501,86.6262104035
502,89.9719546114
503,93.5622254526
504,88.3278268423
505,86.3289031062
506,86.2528652433
507,87.6963439872
508,89.8234167592
509,90.1385901711
510,93.6955260981
511,86.8073065336
512,87.9349129294
513,86.7707937057
514,90.245160692
515,86.8073065336
516,92.6944328234
517,93.2417266814
518,88.9665494897
519,85.9538427941
520,86.0580130502
521,87.1107512316
522,88.864468415
523,86.746229012
524,91.5632424877
525,89.1424072293
526,87.2199830232
527,90.5470304491
528,88.2986509133
529,88.9793339612
530,86.0486621667
531,86.2528652433
532,86.0597821363
533,89.0183271006
534,86.0120676412
535,89.5793885472
536,87.1565744611
537,90.1894234944
538,86.2528652433
539,92.9811268343
540,86.2528652433
541,86.0503701173
542,90.0347654463
543,88.1162402505
544,87.5618597857
545,87.0969576947
546,89.4735157736
547,89.1421009689
548,85.8222052921
549,86.8758119502
550,86.2528652433
551,87.7111132856
552,86.9538121436
553,86.2528652433
554,90.9524568698
555,88.5792542375
556,86.9267082606
557,86.2528652433
558,86.2528652433
559,89.4258692148
560,90.7032828014
561,86.2528652433
562,88.1690816926
563,85.1997701995
564,88.0352157667
565,86.5150844292
566,86.5045429544
567,89.7365670623
568,85.8237048893
569,87.9007340857
570,91.1198696127
571,85.8806050975
572,89.4829374066
573,90.1683849444
574,86.3661381762
575,88.9853787079
576,88.6027624047
577,88.8541000425
578,87.4554886592
579,85.0523179558
580,87.5338536948
581,86.8334069969
582,90.2602872818
583,89.6986532904
584,87.8013401413
585,86.5484263041
586,88.4068526912
587,88.794030279
588,86.2528652433
589,85.8113737064
590,88.4483326257
591,87.6158491401
592,89.2965495324
593,92.290286384
594,86.2528652433
595,89.7696648268
596,87.8380562455
597,89.2627766254
598,83.7317069107
599,87.5678071549
600,91.0333043341
601,85.8163654449
602,85.8078744823
603,86.7850174365
604,89.8179767297
605,86.9047323448
606,91.6245013074
607,84.3941434728
608,86.7069307633
609,86.6911196547
610,87.8284321684
611,85.009501175
612,87.0898353612
613,89.3067234557
614,88.1124768907
615,86.7696936823
616,88.3241242741
617,84.9057763877
618,87.8119442856
619,89.1897652515
620,86.2528652433
621,89.7626146312
622,88.812212739
623,86.2528652433
624,87.145852977
625,87.0838384084
626,86.384963269
627,86.4943036117
628,89.5201504042
629,86.2528652433
630,86.9152944166
631,88.388753408
632,87.6753780095
633,88.5886812935
634,88.1685635876
635,86.8438364499
636,88.5089672444
637,88.8500852224
638,86.2528652433
639,89.0537845793
640,88.299728244
641,89.3332598373
642,90.4047820224
643,85.024735727
644,88.3915051779
645,91.6662736944
646,87.9994430393
647,87.238132482
648,87.5144474892
649,86.5259553251
650,87.9682267731
651,87.2314577167
652,91.133845262
653,87.0894867598
654,85.7496439031
655,86.2528652433
656,86.1624642923
657,89.2034404966
658,88.5119167207
659,94.816915172
660,86.2528652433
661,87.6567363595
662,86.1355494913
663,86.2528652433
664,90.4264866948
665,84.8217690695
666,87.8850708434
667,87.0450878242
668,88.0115130481
669,86.793375848
670,86.8141793881
671,90.4758039744
672,87.5705321293
673,88.2964738177
674,86.2528652433
675,84.0997250474
676,86.2528652433
677,94.4884680046
678,88.9753417852
679,89.7429111905
680,90.3183352549
681,88.6537930001
682,86.1309478096
683,86.4572291721
684,88.5348209205
685,88.1157885394
686,89.5564025417
687,86.4062960114
688,90.0033375533
689,87.2254795999
690,91.5362421108
691,88.1597686673
692,86.6182703655
693,87.352873424
694,88.8500810075
695,86.9562635642
696,86.0187971003
697,87.0867322672
698,85.3998948246
699,87.0538897945
700,89.6393315256
701,86.595020381
702,87.8496762003
703,87.6392518323
704,86.0159758425
705,87.1553536785
706,89.4123949786
707,84.025856197
708,86.2528652433
709,87.8833476485
710,90.2323953363
711,87.1174831985
712,86.3585996347
713,90.2922637833
714,86.9795130967
715,86.8010377251
716,89.7733211558
717,86.8010377251
718,87.3156586272
719,88.502096117
720,87.4448672827
721,88.647138039
722,87.8992306568
723,88.8846938343
724,87.5071329632
725,85.7543351883
726,88.1575696755
727,85.6424735416
728,86.8481765077
729,87.137745436
730,89.4998558663
731,86.5694774083
732,86.7594957189
733,86.260523566
734,93.3608281372
735,91.9980378531
736,87.3298227166
737,86.2528652433
738,86.7801416966
739,86.3588067588
740,88.8847479192
741,85.8352838533
742,87.2825288505
743,87.5858503342
744,86.9791414716
745,86.2528652433
746,86.7580211172
747,88.2988413082
748,89.1207284962
749,87.0057323491
750,89.34396134
751,86.2528652433
752,86.2528652433
753,90.1399870456
754,86.2528652433
755,88.7918949776
756,86.2528652433
757,86.2528652433
758,92.881024832
759,86.9596026561
760,88.8511791798
761,87.0053495856
762,87.4268814429
763,90.9399787816
764,86.8051736014
765,92.600549175
766,86.4183329871
767,86.9456726112
768,87.1537898681
769,94.3179666819
770,86.2528652433
771,88.8199247816
772,87.4132325299
773,84.1298197643
774,89.4147223726
775,89.717145605
776,87.846691603
777,86.886014013
778,87.7315860666
779,85.4246685105
780,86.2528652433
781,87.2861277456
782,90.0094097448
783,86.098314563
784,89.1934597814
785,89.5024015423
786,89.8935900622
787,86.2567075521
788,89.8796091072
789,88.8572009986
790,98.2069775709
791,88.561550693
792,87.2070673495
793,86.2528652433
794,86.2528652433
795,87.325656122
796,86.9554204242
797,85.9512327978
798,88.4574345237
799,86.1529840665
800,88.7131190637
801,93.1494845964
802,86.3854614962
803,89.262669765
804,87.7664635075
805,86.9273733801
806,89.9081261232
807,86.7104882681
808,88.433739476
809,87.1696894431
810,86.1745841578
811,90.9807060692
812,87.8619379837
813,86.5792561206
814,88.1436384148
815,90.4146441142
816,86.5386116032
817,89.6163199411
818,89.800823476
819,89.0506040427
820,87.3871242659
821,89.4139402075
822,86.8038238622
823,88.0711680357
824,87.2782336342
825,86.315449175
826,87.1472578394
827,89.2536219204
828,86.1090451825
829,86.4812078731
830,86.2528652433
831,86.4187559714
832,86.9794253169
833,88.7489612466
834,87.5071329632
835,86.2528652433
836,87.0055378496
837,86.1612570877
838,84.6137528196
839,87.8257757711
840,86.7577586364
841,86.2528652433
842,86.5219400498
843,86.2528652433
844,86.325392874
845,89.3352299498
846,89.8871210277
847,88.2543468275
848,86.4610439654
849,90.111852002
850,91.5990172146
851,86.7830756404
852,87.4222475944
853,90.5499130104
854,90.4086856636
855,88.9895161286
856,87.5071329632
857,86.2528652433
858,90.7943024687
859,88.0573673835
860,87.0615097381
861,88.5176918929
862,88.0341891472
863,87.2811975292
864,85.77594973
865,86.2528652433
866,88.5514632246
867,88.9188967352
868,87.710978715
869,85.3927807569
870,86.4517154743
871,86.3588067588
872,86.6589245441
873,88.0568063962
874,86.9763823419
875,88.5268314363
876,89.7140590439
877,88.6658353401
878,89.6479037801
879,86.436124081
880,87.2288202874
881,86.2528652433
882,87.3557615713
883,87.0146712965
884,87.4339160916
885,86.2528652433
886,87.2218074173
887,87.0976618298
888,87.7393909104
889,86.2528652433
890,89.9311865117
891,86.5239787985
892,87.4123952229
893,95.8790670038
894,99.7637208926
895,87.1265159615
896,89.0189152676
897,85.9270744866
898,86.2528652433
899,87.0504908669
900,90.2909481905
901,90.2338680009
902,87.1608495369
903,88.2540696275
904,86.746229012
905,86.1621035055
906,87.0103969151
907,86.2528652433
908,85.99310062
909,87.1593231649
910,86.8073065336
911,87.0810400392
912,86.2528652433
913,86.506852955
914,86.2528652433
915,88.8341813059
916,87.9127349024
917,88.2932939408
918,86.8185194459
919,87.2845367829
920,87.0167250912
921,90.9038883451
922,87.3750088023
923,87.8894285072
924,91.2985342602
925,84.9446943775
926,88.482295373
927,87.5190331576
928,86.7078479715
929,88.1641868193
930,90.9673866074
931,86.2528652433
932,91.1788222465
933,90.1575319496
934,85.9985865749
935,86.2528652433
936,87.2749561988
937,87.1152065461
938,86.2528652433
939,86.9923486079
940,86.9745099538
941,87.2008630567
942,91.4909685613
943,84.9342596098
944,85.963274988
945,86.2528652433
946,86.4404416976
947,88.6072331126
948,90.878541293
949,86.8128788079
950,87.6775895832
951,86.8492653749
952,87.145586043
953,86.6946332562
954,86.2528652433
955,89.7894676196
956,86.5253342954
957,86.0552330578
958,87.427324508
959,86.0541582823
960,86.2528652433
961,89.1594720743
962,86.5107863299
963,87.965676816
964,91.284307063
965,86.5875159024
966,87.0998428317
967,89.0532158654
968,87.9747354786
969,87.9388682574
970,92.0019908211
971,89.9538944792
972,87.0106385101
973,89.2773440169
974,86.918545601
975,90.2194107026
976,88.1381320766
977,90.0079629724
978,88.7692249724
979,89.3024084764
980,86.9089760902
981,91.7220522957
982,86.4110831117
983,86.7597093907
984,97.7867367761
985,90.4637808561
986,87.4300669862
987,89.5723706519
988,88.3940112416
989,84.9962525049
990,88.1715113632
991,87.634118769
992,89.9434775583
993,86.2528652433
994,86.793375848
995,87.8080051818
996,90.5898355709
997,80.8467809748
998,87.747531838
999,86.2528652433
1000,93.9491475946
1001,89.0237239068
1002,89.1921128028
1003,88.8795397511
1004,86.6132802486
1005,87.9890905294
1006,88.3060811276
1007,86.3128403484
1008,87.7549108564
1009,87.4651981273
1010,86.5640321614
1011,86.2528652433
1012,91.6389383183
1013,86.2528652433
1014,89.339621766
1015,87.6130325327
1016,85.3174076671
1017,86.671630887
1018,88.4398430363
1019,86.2528652433
1020,88.9311731123
1021,83.8871424561
1022,88.9362219527
1023,86.4565986095
1024,86.0164564189
1025,89.5969188683
1026,89.5311178318
1027,86.1248165756
1028,92.3546309174
1029,86.1904874331
1030,88.3370154955
1031,86.6893007093
1032,88.6225065242
1033,88.1250416395
1034,88.2382711756
1035,87.5261750589
1036,90.0649656027
1037,87.9877463344
1038,88.4384396199
1039,86.0214303669
1040,88.4939652945
1041,89.1208825914
1042,85.974222
1043,87.0765520894
1044,92.3943263137
1045,86.2528652433
1046,86.9795130967
1047,86.6091218507
1048,91.1866521257
1049,87.0107721469
1050,86.2359212584
1051,88.7619722429
1052,91.0634729421
1053,86.299462845
1054,86.5332429782
1055,86.7612142643
1056,87.7389275239
1057,86.8959124387
1058,86.1073383968
1059,84.1725386309
1060,86.2528652433
1061,88.6652249964
1062,86.2528652433
1063,86.8759394304
1064,86.2528652433
1065,86.2528652433
1066,88.9850349537
1067,87.4722121632
1068,86.2528652433
1069,91.588042559
1070,89.5383306814
1071,86.2528652433
1072,87.5876529968
1073,87.4465930894
1074,88.5525501313
1075,92.2229450271
1076,91.9387093983
1077,93.0143184878
1078,86.8198441508
1079,87.3228231492
1080,87.6708089855
1081,87.1734980238
1082,86.2528652433
1083,85.9229217359
1084,86.2528652433
1085,86.6994797373
1086,87.1810709471
1087,85.612054313
1088,89.0441297959
1089,86.0842966145
1090,86.0334263593
1091,87.0453039384
1092,87.3469915264
1093,86.2528652433
1094,87.4425152799
1095,89.0763565289
1096,88.9914667034
1097,86.1410587134
1098,87.7829058517
1099,86.2528652433
1100,87.1942514201
1101,87.8552529432
1102,86.6295936773
1103,86.2528652433
1104,87.6876489864
1105,88.8099641051
1106,84.9426370281
1107,86.7564595309
1108,85.6331838653
1109,87.5150861529
1110,86.9490418428
1111,92.0140635073
1112,87.0092652978
1113,87.3954152335
1114,86.9152944166
1115,88.7613019003
1116,86.5622473228
1117,86.2528652433
1118,86.8335766882
1119,88.2602140579
1120,88.5716356185
1121,87.4369121045
1122,86.7898931765
1123,86.2528652433
1124,86.2528652433
1125,87.0269242909
1126,91.0740719575
1127,95.2359526131
1128,86.8246670662
1129,87.685618142
1130,88.5935772913
1131,85.470860259
1132,86.5704424983
1133,87.9920627062
1134,84.7363858996
1135,86.841666421
1136,88.9174161068
1137,84.7705713548
1138,86.0240636335
1139,88.2688058104
1140,89.1839271093
1141,87.6741676691
1142,86.4203740918
1143,85.7370135128
1144,86.104076609
1145,86.2528652433
1146,86.6090011537
1147,85.7325137773
1148,88.0484342046
1149,86.2528652433
1150,87.5785597637
1151,85.7210593356
1152,87.444746196
1153,92.4547319885
1154,89.8420128786
1155,87.309745263
1156,84.6961227988
1157,86.2528652433
1158,86.2528652433
1159,88.6013767476
1160,90.3211739487
1161,83.5416137728
1162,92.2377260084
1163,85.9109635203
1164,90.5788971359
1165,86.2770466048
1166,88.1586359751
1167,89.3096936133
1168,87.2401490508
1169,86.1390689638
1170,87.0008592861
1171,85.4911526984
1172,87.8945514763
1173,88.0673900784
1174,88.3937593625
1175,87.8211709638
1176,88.7049375923
1177,89.6052270599
1178,86.2528652433
1179,85.3772578591
1180,88.0335158105
1181,87.6839785778
1182,87.9628205048
1183,87.7942523872
1184,89.1939589228
1185,93.3650128743
1186,93.0419966843
1187,87.6481663007
1188,86.2528652433
1189,90.6626653151
1190,90.3662710469
1191,85.0956671041
1192,86.5805542986
1193,86.5416025668
1194,86.6089254305
1195,90.139277916
1196,90.0704326347
1197,92.6976850019
1198,88.8901740711
1199,87.0963540889
1200,92.3115046988
1201,90.4203953339
1202,86.6805807614
1203,89.8319820683
1204,86.9966897853
1205,87.6950378537
1206,87.2841932843
1207,90.5343485086
1208,85.6089168256
1209,86.0486407886
1210,87.7491891108
1211,86.814039696
1212,86.8852391832
1213,86.0245797852
1214,86.6032121175
1215,86.7612142643
1216,90.5785486395
1217,88.4484447079
1218,87.9549454711
1219,85.719800146
1220,88.0583940124
1221,88.6565512857
1222,88.792561097
1223,87.7554729542
1224,87.1617143422
1225,88.0768471122
1226,91.2958380755
1227,87.7989112832
1228,87.2475682053
1229,86.2528652433
1230,87.6883341262
1231,86.7028138639
1232,87.3765024208
1233,86.6926577691
1234,91.3978173514
1235,86.2528652433
1236,86.4466022478
1237,88.8453496613
1238,90.052416552
1239,86.452596923
1240,86.2528652433
1241,89.7974425131
1242,86.4826774025
1243,86.9924558338
1244,85.7370135128
1245,88.1890152996
1246,86.6828041267
1247,88.0633740017
1248,86.1077556499
1249,88.8549485979
1250,86.7801416966
1251,87.2656135656
1252,86.3931856771
1253,88.1508911821
1254,90.2514544597
1255,87.3587526425
1256,88.3511408065
1257,86.2528652433
1258,88.5879713452
1259,85.9019434999
1260,91.2418139015
1261,86.5659990825
1262,86.0463876275
1263,86.717453611
1264,88.0271693871
1265,88.5645982412
1266,86.2528652433
1267,87.9723426873
1268,86.1926787603
1269,88.9571418455
1270,86.5210140087
1271,89.1527101576
1272,88.9890716153
1273,90.2445135721
1274,86.2528652433
1275,87.7136908651
1276,87.4099626669
1277,89.1476842373
1278,87.3179199223
1279,86.6039171375
1280,88.9259519613
1281,89.386997772
1282,87.9908960401
1283,92.7610091537
1284,86.8577103703
1285,89.7803218691
1286,87.2939501036
1287,86.5853153572
1288,91.2227504363
1289,92.020390097
1290,86.9687078354
1291,88.2467090095
1292,89.190702473
1293,86.3564117654
1294,86.1332584761
1295,90.2519949708
1296,86.8879672258
1297,86.131535967
1298,88.7615873614
1299,84.8454589763
1300,86.7975550537
1301,86.8221361608
1302,87.6949037452
1303,86.1453746855
1304,89.9656536601
1305,88.256886759
1306,87.3871242659
1307,80.407086121
1308,87.2190625375
1309,85.7596152639
1310,86.6104595275
1311,91.4066291736
1312,90.364864778
1313,87.9057129671
1314,87.6088294163
1315,85.8013902294
1316,86.1605465646
1317,84.7354841754
1318,91.5961975552
1319,86.2528652433
1320,86.9724603082
1321,89.8828555762
1322,88.3942634765
1323,87.731845674
1324,86.522002272
1325,86.5442980979
1326,87.0781400425
1327,88.0305678468
1328,86.2528652433
1329,89.423243791
1330,87.2723012154
1331,86.2528652433
1332,89.2439448787
1333,88.6743208138
1334,89.3409085109
1335,87.8846003498
1336,91.6446625238
1337,86.070143926
1338,88.7359654033
1339,87.2603736055
1340,86.1347183708
1341,87.6283396383
1342,86.2528652433
1343,86.2528652433
1344,88.779780058
1345,89.6723156848
1346,88.4073631681
1347,86.4730333159
1348,86.2528652433
1349,88.7616673641
1350,96.5791077151
1351,86.2528652433
1352,89.9300040341
1353,88.1627732304
1354,86.2528652433
1355,88.900738071
1356,86.8316852336
1357,92.0510704358
1358,88.1053090587
1359,87.5719623604
1360,89.0163267837
1361,87.6627310103
1362,85.9092454212
1363,87.2636606692
1364,87.0754552427
1365,87.7315135602
1366,86.2528652433
1367,86.2528652433
1368,87.60032281
1369,88.7572108865
1370,87.4335389574
1371,89.625627586
1372,89.7289009302
1373,88.9658070339
1374,85.8368870364
1375,86.2528652433
1376,86.8351708303
1377,89.8010809174
1378,86.6543256549
1379,86.2528652433
1380,86.2528652433
1381,86.7640307974
1382,86.4245635629
1383,87.3054037355
1384,91.1266172302
1385,87.0849150501
1386,87.0413131368
1387,87.2806822885
1388,89.2541222842
1389,86.6380623453
1390,90.6118574623
1391,87.1689404358
1392,88.6132054568
1393,86.2528652433
1394,86.1524703827
1395,89.8886928398
1396,89.8266775971
1397,87.6226339695
1398,88.7450905967
1399,89.3921325423
1400,84.6193787025
1401,86.1061045926
1402,86.5403788413
1403,89.8318256147
1404,86.1848152224
1405,87.1940589943
1406,87.1689404358
1407,87.4072834765
1408,89.2338842937
1409,88.2548962423
1410,86.9289948727
1411,86.2528652433
1412,89.3744720089
1413,88.9740109337
1414,89.2174477667
1415,86.2528652433
1416,86.499667374
1417,86.2360119797
1418,88.4740097607
1419,88.5109813021
1420,90.1679026186
1421,91.2414539406
1422,87.5400841765
1423,88.3370864627
1424,86.9672313876
1425,86.9006875416
1426,90.018746002
1427,87.1764367732
1428,89.6408731023
1429,86.1890598677
1430,85.7480127623
1431,90.5975597909
1432,84.8098060217
1433,87.238501328
1434,90.6928872876
1435,86.79228101
1436,86.0961135364
1437,88.1907198117
1438,87.542158835
1439,86.3201306707
1440,89.5024386663
1441,88.5704427935
1442,87.1268557786
1443,89.3271537832
1444,89.138207527
1445,87.5699150769
1446,85.4596186668
1447,92.1847609052
1448,87.1718701942
1449,87.7250638995
1450,86.990019385
1451,86.3705930911
1452,87.9935166237
1453,89.3623896684
1454,87.9612682351
1455,91.9775675689
1456,85.0796062393
1457,90.4822223109
1458,85.8734931186
1459,91.5613335052
1460,86.7548538166
1461,86.4392451464
1462,88.6721994764
1463,85.7989755273
1464,86.7847777295
1465,86.8373263632
1466,88.9942817869
1467,87.4912270971
1468,91.0407739548
1469,92.2167895091
1470,88.9129165745
1471,86.8100926708
1472,91.6683446278
1473,95.7321510638
1474,87.0880432484
1475,86.9891357831
1476,85.6424735416
1477,91.0133396897
1478,86.276697918
1479,92.0788475662
1480,93.3983044906
1481,89.6387386891
1482,85.9368742098
1483,87.8339642962
1484,86.717453611
1485,86.470853434
1486,86.8394963921
1487,88.0314985401
1488,86.7663292708
1489,86.4473978577
1490,86.2528652433
1491,86.2528652433
1492,87.5547535874
1493,86.5045429544
1494,87.7730283944
1495,87.3889624851
1496,86.793375848
1497,86.2528652433
1498,88.6681578509
1499,89.5542686267
1500,86.2528652433
1501,89.1284891621
1502,85.8402990851
1503,88.3532718733
1504,86.6158100429
1505,86.8010377251
1506,93.8211409956
1507,86.8142841537
1508,87.9091249798
1509,86.7634248737
1510,89.6443036516
1511,88.7462031856
1512,86.238131987
1513,88.271059344
1514,85.8189477423
1515,86.9097339262
