Id,Class
111,tensor(6)
112,tensor(1)
113,tensor(9)
114,tensor(2)
115,tensor(2)
116,tensor(3)
117,tensor(1)
118,tensor(2)
119,tensor(2)
120,tensor(3)
121,tensor(7)
122,tensor(2)
123,tensor(5)
124,tensor(5)
125,tensor(6)
126,tensor(1)
127,tensor(5)
128,tensor(4)
129,tensor(0)
130,tensor(5)
131,tensor(9)
132,tensor(7)
133,tensor(1)
134,tensor(4)
135,tensor(9)
136,tensor(5)
137,tensor(6)
138,tensor(3)
139,tensor(8)
140,tensor(9)
141,tensor(2)
142,tensor(5)
143,tensor(7)
144,tensor(2)
145,tensor(5)
146,tensor(1)
147,tensor(2)
148,tensor(5)
149,tensor(7)
150,tensor(2)
151,tensor(7)
152,tensor(6)
153,tensor(6)
154,tensor(2)
155,tensor(4)
156,tensor(3)
157,tensor(7)
158,tensor(9)
159,tensor(0)
160,tensor(2)
161,tensor(5)
162,tensor(9)
163,tensor(2)
164,tensor(3)
165,tensor(9)
166,tensor(6)
167,tensor(4)
168,tensor(7)
169,tensor(2)
170,tensor(4)
171,tensor(4)
172,tensor(9)
173,tensor(8)
174,tensor(2)
175,tensor(8)
176,tensor(2)
177,tensor(2)
178,tensor(1)
179,tensor(3)
180,tensor(6)
181,tensor(8)
182,tensor(8)
183,tensor(7)
184,tensor(6)
185,tensor(8)
186,tensor(2)
187,tensor(0)
188,tensor(1)
189,tensor(2)
190,tensor(6)
191,tensor(2)
192,tensor(5)
193,tensor(1)
194,tensor(3)
195,tensor(1)
196,tensor(3)
197,tensor(4)
198,tensor(4)
199,tensor(9)
200,tensor(8)
201,tensor(8)
202,tensor(0)
203,tensor(7)
204,tensor(7)
205,tensor(8)
206,tensor(8)
207,tensor(5)
208,tensor(4)
209,tensor(2)
210,tensor(5)
211,tensor(8)
212,tensor(1)
213,tensor(4)
214,tensor(2)
215,tensor(8)
216,tensor(7)
217,tensor(8)
218,tensor(3)
219,tensor(5)
220,tensor(4)
221,tensor(4)
222,tensor(9)
223,tensor(4)
224,tensor(2)
225,tensor(2)
226,tensor(9)
227,tensor(1)
228,tensor(7)
229,tensor(8)
230,tensor(3)
231,tensor(1)
232,tensor(4)
233,tensor(6)
234,tensor(4)
235,tensor(4)
236,tensor(4)
237,tensor(9)
238,tensor(2)
239,tensor(1)
240,tensor(5)
241,tensor(4)
242,tensor(8)
243,tensor(3)
244,tensor(6)
245,tensor(4)
246,tensor(2)
247,tensor(6)
248,tensor(6)
249,tensor(7)
250,tensor(0)
251,tensor(5)
252,tensor(0)
253,tensor(4)
254,tensor(2)
255,tensor(3)
256,tensor(6)
257,tensor(9)
258,tensor(9)
259,tensor(5)
260,tensor(2)
261,tensor(7)
262,tensor(8)
263,tensor(0)
264,tensor(4)
265,tensor(6)
266,tensor(6)
267,tensor(4)
268,tensor(8)
269,tensor(5)
270,tensor(0)
271,tensor(7)
272,tensor(5)
273,tensor(9)
274,tensor(5)
275,tensor(7)
276,tensor(8)
277,tensor(1)
278,tensor(7)
279,tensor(3)
280,tensor(8)
281,tensor(5)
282,tensor(0)
283,tensor(5)
284,tensor(5)
285,tensor(5)
286,tensor(4)
287,tensor(5)
288,tensor(3)
289,tensor(6)
290,tensor(7)
291,tensor(4)
292,tensor(8)
293,tensor(6)
294,tensor(7)
295,tensor(9)
296,tensor(5)
297,tensor(6)
298,tensor(2)
299,tensor(5)
300,tensor(7)
301,tensor(7)
302,tensor(1)
303,tensor(1)
304,tensor(2)
305,tensor(8)
306,tensor(2)
307,tensor(2)
308,tensor(2)
309,tensor(4)
310,tensor(7)
311,tensor(6)
312,tensor(6)
313,tensor(2)
314,tensor(1)
315,tensor(6)
316,tensor(6)
317,tensor(1)
318,tensor(6)
319,tensor(8)
320,tensor(9)
321,tensor(2)
322,tensor(2)
323,tensor(3)
324,tensor(8)
325,tensor(5)
326,tensor(2)
327,tensor(2)
328,tensor(6)
329,tensor(5)
330,tensor(5)
331,tensor(4)
332,tensor(2)
333,tensor(8)
334,tensor(9)
335,tensor(2)
336,tensor(7)
337,tensor(3)
338,tensor(1)
339,tensor(1)
340,tensor(3)
341,tensor(3)
342,tensor(4)
343,tensor(6)
344,tensor(0)
345,tensor(1)
346,tensor(2)
347,tensor(8)
348,tensor(2)
349,tensor(8)
350,tensor(7)
351,tensor(6)
352,tensor(7)
353,tensor(5)
354,tensor(2)
355,tensor(8)
356,tensor(8)
357,tensor(6)
358,tensor(6)
359,tensor(8)
360,tensor(1)
361,tensor(2)
362,tensor(0)
363,tensor(2)
364,tensor(5)
365,tensor(8)
366,tensor(9)
367,tensor(7)
368,tensor(7)
369,tensor(9)
370,tensor(2)
371,tensor(9)
372,tensor(9)
373,tensor(6)
374,tensor(5)
375,tensor(4)
376,tensor(3)
377,tensor(4)
378,tensor(0)
379,tensor(8)
380,tensor(2)
381,tensor(6)
382,tensor(8)
383,tensor(9)
384,tensor(3)
385,tensor(7)
386,tensor(6)
387,tensor(2)
388,tensor(4)
389,tensor(2)
390,tensor(1)
391,tensor(0)
392,tensor(8)
393,tensor(8)
394,tensor(2)
395,tensor(8)
396,tensor(9)
397,tensor(1)
398,tensor(2)
399,tensor(9)
400,tensor(7)
401,tensor(6)
402,tensor(4)
403,tensor(5)
404,tensor(4)
405,tensor(3)
406,tensor(0)
407,tensor(7)
408,tensor(8)
409,tensor(6)
410,tensor(3)
411,tensor(4)
412,tensor(0)
413,tensor(4)
414,tensor(7)
415,tensor(3)
416,tensor(2)
417,tensor(2)
418,tensor(7)
419,tensor(0)
420,tensor(3)
421,tensor(2)
422,tensor(8)
423,tensor(5)
424,tensor(7)
425,tensor(7)
426,tensor(7)
427,tensor(8)
428,tensor(4)
429,tensor(8)
430,tensor(3)
431,tensor(4)
432,tensor(1)
433,tensor(9)
434,tensor(5)
435,tensor(7)
436,tensor(2)
437,tensor(2)
438,tensor(8)
439,tensor(1)
440,tensor(1)
441,tensor(8)
442,tensor(2)
443,tensor(2)
444,tensor(1)
445,tensor(8)
446,tensor(1)
447,tensor(7)
448,tensor(2)
449,tensor(8)
450,tensor(4)
451,tensor(6)
452,tensor(3)
453,tensor(8)
454,tensor(5)
455,tensor(0)
456,tensor(6)
457,tensor(9)
458,tensor(4)
459,tensor(5)
460,tensor(9)
461,tensor(0)
462,tensor(7)
463,tensor(4)
464,tensor(4)
465,tensor(3)
466,tensor(1)
467,tensor(7)
468,tensor(6)
469,tensor(3)
470,tensor(0)
471,tensor(7)
472,tensor(8)
473,tensor(0)
474,tensor(8)
475,tensor(2)
476,tensor(0)
477,tensor(1)
478,tensor(3)
479,tensor(7)
480,tensor(3)
481,tensor(3)
482,tensor(2)
483,tensor(2)
484,tensor(4)
485,tensor(7)
486,tensor(9)
487,tensor(4)
488,tensor(1)
489,tensor(3)
490,tensor(4)
491,tensor(7)
492,tensor(9)
493,tensor(5)
494,tensor(2)
495,tensor(4)
496,tensor(4)
497,tensor(9)
498,tensor(7)
499,tensor(9)
500,tensor(2)
501,tensor(5)
502,tensor(4)
503,tensor(4)
504,tensor(2)
505,tensor(0)
506,tensor(3)
507,tensor(4)
508,tensor(4)
509,tensor(6)
510,tensor(0)
511,tensor(6)
512,tensor(2)
513,tensor(2)
514,tensor(0)
515,tensor(3)
516,tensor(8)
517,tensor(8)
518,tensor(8)
519,tensor(2)
520,tensor(1)
521,tensor(8)
522,tensor(6)
523,tensor(2)
524,tensor(2)
525,tensor(9)
526,tensor(8)
527,tensor(2)
528,tensor(6)
529,tensor(3)
530,tensor(7)
531,tensor(8)
532,tensor(8)
533,tensor(8)
534,tensor(2)
535,tensor(2)
536,tensor(7)
537,tensor(1)
538,tensor(6)
539,tensor(6)
540,tensor(2)
541,tensor(5)
542,tensor(2)
543,tensor(9)
544,tensor(6)
545,tensor(3)
546,tensor(5)
547,tensor(2)
548,tensor(6)
549,tensor(1)
550,tensor(9)
551,tensor(9)
552,tensor(6)
553,tensor(3)
554,tensor(8)
555,tensor(8)
556,tensor(4)
557,tensor(2)
558,tensor(5)
559,tensor(8)
560,tensor(6)
561,tensor(2)
562,tensor(4)
563,tensor(7)
564,tensor(2)
565,tensor(6)
566,tensor(4)
567,tensor(2)
568,tensor(2)
569,tensor(1)
570,tensor(7)
571,tensor(6)
572,tensor(8)
573,tensor(3)
574,tensor(1)
575,tensor(6)
576,tensor(0)
577,tensor(2)
578,tensor(4)
579,tensor(9)
580,tensor(2)
581,tensor(3)
582,tensor(5)
583,tensor(9)
584,tensor(6)
585,tensor(4)
586,tensor(9)
587,tensor(0)
588,tensor(4)
589,tensor(3)
590,tensor(3)
591,tensor(4)
592,tensor(2)
593,tensor(2)
594,tensor(3)
595,tensor(1)
596,tensor(1)
597,tensor(4)
598,tensor(6)
599,tensor(1)
600,tensor(3)
601,tensor(5)
602,tensor(9)
603,tensor(2)
604,tensor(3)
605,tensor(6)
606,tensor(7)
607,tensor(2)
608,tensor(5)
609,tensor(5)
610,tensor(4)
611,tensor(3)
612,tensor(2)
613,tensor(9)
614,tensor(6)
615,tensor(2)
616,tensor(7)
617,tensor(1)
618,tensor(3)
619,tensor(9)
620,tensor(6)
621,tensor(1)
622,tensor(6)
623,tensor(7)
624,tensor(8)
625,tensor(3)
626,tensor(6)
627,tensor(5)
628,tensor(3)
629,tensor(1)
630,tensor(5)
631,tensor(0)
632,tensor(6)
633,tensor(8)
634,tensor(2)
635,tensor(6)
636,tensor(3)
637,tensor(4)
638,tensor(7)
639,tensor(3)
640,tensor(4)
641,tensor(6)
642,tensor(9)
643,tensor(3)
644,tensor(7)
645,tensor(7)
646,tensor(8)
647,tensor(3)
648,tensor(1)
649,tensor(1)
650,tensor(9)
651,tensor(1)
652,tensor(0)
653,tensor(8)
654,tensor(9)
655,tensor(5)
656,tensor(3)
657,tensor(0)
658,tensor(5)
659,tensor(3)
660,tensor(0)
661,tensor(5)
662,tensor(4)
663,tensor(0)
664,tensor(8)
665,tensor(8)
666,tensor(8)
667,tensor(9)
668,tensor(9)
669,tensor(0)
670,tensor(3)
671,tensor(4)
672,tensor(0)
673,tensor(2)
674,tensor(1)
675,tensor(8)
676,tensor(4)
677,tensor(6)
678,tensor(2)
679,tensor(1)
680,tensor(0)
681,tensor(1)
682,tensor(3)
683,tensor(8)
684,tensor(3)
685,tensor(4)
686,tensor(5)
687,tensor(7)
688,tensor(6)
689,tensor(0)
690,tensor(4)
691,tensor(8)
692,tensor(7)
693,tensor(1)
694,tensor(2)
695,tensor(4)
696,tensor(2)
697,tensor(3)
698,tensor(2)
699,tensor(2)
700,tensor(2)
701,tensor(3)
702,tensor(3)
703,tensor(7)
704,tensor(9)
705,tensor(5)
706,tensor(2)
707,tensor(3)
708,tensor(0)
709,tensor(2)
710,tensor(2)
711,tensor(1)
712,tensor(4)
713,tensor(1)
714,tensor(8)
715,tensor(0)
716,tensor(2)
717,tensor(3)
718,tensor(2)
719,tensor(2)
720,tensor(8)
721,tensor(1)
722,tensor(5)
723,tensor(8)
724,tensor(3)
725,tensor(7)
726,tensor(4)
727,tensor(5)
728,tensor(8)
729,tensor(8)
730,tensor(3)
731,tensor(5)
732,tensor(9)
733,tensor(4)
734,tensor(7)
735,tensor(5)
736,tensor(5)
737,tensor(2)
738,tensor(7)
739,tensor(0)
740,tensor(1)
741,tensor(4)
742,tensor(9)
743,tensor(2)
744,tensor(2)
745,tensor(6)
746,tensor(7)
747,tensor(2)
748,tensor(8)
749,tensor(2)
750,tensor(6)
751,tensor(3)
752,tensor(2)
753,tensor(9)
754,tensor(1)
755,tensor(2)
756,tensor(8)
757,tensor(5)
758,tensor(1)
759,tensor(3)
760,tensor(8)
761,tensor(2)
762,tensor(0)
763,tensor(2)
764,tensor(8)
765,tensor(4)
766,tensor(4)
767,tensor(2)
768,tensor(7)
769,tensor(4)
770,tensor(8)
771,tensor(0)
772,tensor(4)
773,tensor(1)
774,tensor(9)
775,tensor(2)
776,tensor(6)
777,tensor(3)
778,tensor(4)
779,tensor(5)
780,tensor(2)
781,tensor(2)
782,tensor(4)
783,tensor(2)
784,tensor(4)
785,tensor(9)
786,tensor(1)
787,tensor(6)
788,tensor(2)
789,tensor(5)
790,tensor(2)
791,tensor(7)
792,tensor(2)
793,tensor(9)
794,tensor(7)
795,tensor(4)
796,tensor(2)
797,tensor(4)
798,tensor(2)
799,tensor(4)
800,tensor(7)
801,tensor(6)
802,tensor(5)
803,tensor(6)
804,tensor(5)
805,tensor(1)
806,tensor(1)
807,tensor(9)
808,tensor(6)
809,tensor(4)
810,tensor(4)
811,tensor(9)
812,tensor(7)
813,tensor(1)
814,tensor(5)
815,tensor(5)
816,tensor(0)
817,tensor(4)
818,tensor(0)
819,tensor(8)
820,tensor(4)
821,tensor(7)
822,tensor(2)
823,tensor(8)
824,tensor(8)
825,tensor(3)
826,tensor(1)
827,tensor(8)
828,tensor(8)
829,tensor(1)
830,tensor(4)
831,tensor(6)
832,tensor(6)
833,tensor(2)
834,tensor(9)
835,tensor(6)
836,tensor(9)
837,tensor(0)
838,tensor(6)
839,tensor(6)
840,tensor(5)
841,tensor(9)
842,tensor(4)
843,tensor(0)
844,tensor(7)
845,tensor(7)
846,tensor(8)
847,tensor(8)
848,tensor(9)
849,tensor(2)
850,tensor(5)
851,tensor(1)
852,tensor(7)
853,tensor(1)
854,tensor(4)
855,tensor(1)
856,tensor(4)
857,tensor(3)
858,tensor(2)
859,tensor(2)
860,tensor(4)
861,tensor(7)
862,tensor(4)
863,tensor(4)
864,tensor(4)
865,tensor(6)
866,tensor(2)
867,tensor(5)
868,tensor(6)
869,tensor(5)
870,tensor(8)
871,tensor(9)
872,tensor(6)
873,tensor(4)
874,tensor(4)
875,tensor(9)
876,tensor(5)
877,tensor(7)
878,tensor(8)
879,tensor(2)
880,tensor(2)
881,tensor(3)
882,tensor(4)
883,tensor(4)
884,tensor(5)
885,tensor(6)
886,tensor(8)
887,tensor(4)
888,tensor(2)
889,tensor(7)
890,tensor(6)
891,tensor(7)
892,tensor(8)
893,tensor(3)
894,tensor(6)
895,tensor(2)
896,tensor(6)
897,tensor(7)
898,tensor(8)
899,tensor(2)
900,tensor(5)
901,tensor(4)
902,tensor(5)
903,tensor(6)
904,tensor(1)
905,tensor(2)
906,tensor(2)
907,tensor(7)
908,tensor(2)
909,tensor(3)
910,tensor(4)
911,tensor(2)
912,tensor(1)
913,tensor(6)
914,tensor(8)
915,tensor(5)
916,tensor(0)
917,tensor(1)
918,tensor(8)
919,tensor(7)
920,tensor(5)
921,tensor(4)
922,tensor(5)
923,tensor(7)
924,tensor(5)
925,tensor(3)
926,tensor(1)
927,tensor(6)
928,tensor(7)
929,tensor(2)
930,tensor(5)
931,tensor(8)
932,tensor(4)
933,tensor(7)
934,tensor(8)
935,tensor(0)
936,tensor(9)
937,tensor(7)
938,tensor(2)
939,tensor(7)
940,tensor(5)
941,tensor(0)
942,tensor(8)
943,tensor(0)
944,tensor(8)
945,tensor(1)
946,tensor(4)
947,tensor(2)
948,tensor(1)
949,tensor(3)
950,tensor(2)
951,tensor(2)
952,tensor(1)
953,tensor(6)
954,tensor(4)
955,tensor(3)
956,tensor(6)
957,tensor(0)
958,tensor(6)
959,tensor(1)
960,tensor(3)
961,tensor(2)
962,tensor(6)
963,tensor(9)
964,tensor(4)
965,tensor(4)
966,tensor(7)
967,tensor(3)
968,tensor(4)
969,tensor(1)
970,tensor(1)
971,tensor(4)
972,tensor(6)
973,tensor(5)
974,tensor(5)
975,tensor(2)
976,tensor(7)
977,tensor(1)
978,tensor(5)
979,tensor(2)
980,tensor(5)
981,tensor(7)
982,tensor(2)
983,tensor(2)
984,tensor(9)
985,tensor(9)
986,tensor(1)
987,tensor(6)
988,tensor(6)
989,tensor(9)
990,tensor(3)
991,tensor(6)
992,tensor(7)
993,tensor(4)
994,tensor(2)
995,tensor(3)
996,tensor(2)
997,tensor(2)
998,tensor(2)
999,tensor(4)
